timestamp,hour,day_of_week,network_packet_size,is_attack,attack_type,connection_count,protocol,packet_per_minute,protocol_code
2025-03-01 00:31:00,0,5,432.5504112735689,0,,12,HTTPS,36.04586760613074,4
2025-03-01 00:32:00,0,5,296.4394492567907,0,,17,TCP,17.437614662164158,0
2025-03-01 00:33:00,0,5,182.58195119871274,0,,6,TCP,30.430325199785457,0
2025-03-01 00:34:00,0,5,404.2660727008044,0,,13,UDP,31.097390207754184,1
2025-03-01 00:35:00,0,5,211.44199349786717,0,,7,HTTPS,30.20599907112388,4
2025-03-01 00:36:00,0,5,322.7967905061445,0,,12,TCP,26.899732542178707,0
2025-03-01 00:37:00,0,5,197.90201724805885,0,,5,TCP,39.58040344961177,0
2025-03-01 00:38:00,0,5,152.4742851159493,0,,4,TCP,38.118571278987325,0
2025-03-01 00:39:00,0,5,305.16590896593,0,,9,TCP,33.907323218436666,0
2025-03-01 00:40:00,0,5,346.29899027265145,0,,8,TCP,43.28737378408143,0
2025-03-01 00:41:00,0,5,307.97851903781316,0,,6,HTTP,51.32975317296886,3
2025-03-01 00:42:00,0,5,292.0641100892952,0,,9,TCP,32.45156778769947,0
2025-03-01 00:43:00,0,5,319.703863620823,0,,13,UDP,24.59260489390946,1
2025-03-01 00:44:00,0,5,218.04871467740307,0,,5,TCP,43.60974293548061,0
2025-03-01 00:45:00,0,5,278.37652947008525,0,,18,HTTP,15.46536274833807,3
2025-03-01 00:46:00,0,5,273.8539243173652,0,,9,ICMP,30.428213813040582,2
2025-03-01 00:47:00,0,5,344.0406776771492,0,,11,ICMP,31.276425243377197,2
2025-03-01 00:48:00,0,5,277.19304469689655,0,,6,ICMP,46.19884078281609,2
2025-03-01 00:49:00,0,5,143.58985291074114,0,,3,HTTPS,47.86328430358038,4
2025-03-01 00:50:00,0,5,337.0234665891249,0,,8,UDP,42.12793332364061,1
2025-03-01 00:51:00,0,5,279.287439725301,0,,10,HTTP,27.9287439725301,3
2025-03-01 00:52:00,0,5,252.91575533726257,0,,8,TCP,31.61446941715782,0
2025-03-01 00:53:00,0,5,339.262652162792,0,,15,UDP,22.617510144186134,1
2025-03-01 00:54:00,0,5,428.22800514744483,0,,10,TCP,42.822800514744486,0
2025-03-01 00:55:00,0,5,350.48719729083194,0,,9,TCP,38.94302192120355,0
2025-03-01 00:56:00,0,5,270.42553146975285,0,,7,UDP,38.63221878139326,1
2025-03-01 00:57:00,0,5,284.48323363405547,0,,18,HTTPS,15.804624090780859,4
2025-03-01 00:58:00,0,5,327.850144145086,0,,13,TCP,25.21924185731431,0
2025-03-01 00:59:00,0,5,403.99411336576225,0,,13,UDP,31.076470258904788,1
2025-03-01 01:00:00,1,5,309.41580995826246,0,,21,HTTP,14.73408618848869,3
2025-03-01 01:01:00,1,5,287.5145192861146,0,,12,TCP,23.959543273842883,0
2025-03-01 01:02:00,1,5,249.14054512617966,0,,18,TCP,13.84114139589887,0
2025-03-01 01:03:00,1,5,232.07118963291015,0,,5,UDP,46.41423792658203,1
2025-03-01 01:04:00,1,5,363.8754504044944,0,,9,TCP,40.430605600499376,0
2025-03-01 01:05:00,1,5,406.960134673735,0,,12,UDP,33.91334455614459,1
2025-03-01 01:06:00,1,5,284.7801730835399,0,,16,TCP,17.798760817721245,0
2025-03-01 01:07:00,1,5,369.7199594401461,0,,16,TCP,23.107497465009132,0
2025-03-01 01:08:00,1,5,318.02771571667415,0,,20,UDP,15.901385785833707,1
2025-03-01 01:09:00,1,5,284.7089391471043,0,,9,HTTPS,31.634326571900473,4
2025-03-01 01:10:00,1,5,330.3542887099659,0,,8,TCP,41.294286088745736,0
2025-03-01 01:11:00,1,5,382.75994394634233,0,,36,ICMP,10.632220665176176,2
2025-03-01 01:12:00,1,5,287.0499813223195,0,,20,UDP,14.352499066115977,1
2025-03-01 01:13:00,1,5,337.2905616736621,0,,18,HTTP,18.738364537425674,3
2025-03-01 01:14:00,1,5,112.10592284592099,0,,3,TCP,37.368640948640326,0
2025-03-01 01:15:00,1,5,366.4278549184825,0,,8,HTTPS,45.803481864810315,4
2025-03-01 01:16:00,1,5,310.7464923698975,0,,8,TCP,38.84331154623719,0
2025-03-01 01:17:00,1,5,336.7328604290542,0,,11,HTTPS,30.612078220823108,4
2025-03-01 01:18:00,1,5,329.0582239468781,0,,23,HTTP,14.30687930203818,3
2025-03-01 01:19:00,1,5,182.4964718082963,0,,5,HTTP,36.49929436165926,3
2025-03-01 01:20:00,1,5,252.00879948171865,0,,18,HTTP,14.00048886009548,3
2025-03-01 01:21:00,1,5,324.45181970780186,0,,14,HTTP,23.175129979128705,3
2025-03-01 01:22:00,1,5,399.9583116494651,0,,18,HTTP,22.21990620274806,3
2025-03-01 01:23:00,1,5,252.84353370173517,0,,10,HTTP,25.284353370173516,3
2025-03-01 01:24:00,1,5,232.28496148781562,0,,10,UDP,23.228496148781563,1
2025-03-01 01:25:00,1,5,228.65238445710443,0,,6,HTTPS,38.10873074285074,4
2025-03-01 01:26:00,1,5,341.262058685789,0,,20,TCP,17.06310293428945,0
2025-03-01 01:27:00,1,5,354.04680922501444,0,,8,ICMP,44.255851153126805,2
2025-03-01 01:28:00,1,5,268.62733607415703,0,,6,ICMP,44.771222679026174,2
2025-03-01 01:29:00,1,5,332.6534624345053,0,,11,HTTP,30.2412238576823,3
2025-03-01 01:30:00,1,5,316.1461949137322,0,,22,ICMP,14.370281586987828,2
2025-03-01 01:31:00,1,5,406.57707424091615,0,,12,TCP,33.88142285340968,0
2025-03-01 01:32:00,1,5,260.6496718996688,0,,6,ICMP,43.441611983278136,2
2025-03-01 01:33:00,1,5,300.36195392396235,0,,14,TCP,21.454425280283026,0
2025-03-01 01:34:00,1,5,261.27694109768004,0,,6,UDP,43.54615684961334,1
2025-03-01 01:35:00,1,5,192.0783747571502,0,,5,HTTP,38.415674951430034,3
2025-03-01 01:36:00,1,5,339.6684020455421,0,,7,HTTP,48.524057435077445,3
2025-03-01 01:37:00,1,5,375.7810150854489,0,,9,HTTP,41.75344612060544,3
2025-03-01 01:38:00,1,5,346.3932103107261,0,,19,UDP,18.231221595301374,1
2025-03-01 01:39:00,1,5,308.5404420909001,0,,11,TCP,28.049131099172737,0
2025-03-01 01:40:00,1,5,215.2005224526886,0,,15,UDP,14.346701496845906,1
2025-03-01 01:41:00,1,5,316.17182883166885,0,,25,UDP,12.646873153266753,1
2025-03-01 01:42:00,1,5,306.5666916126996,0,,8,TCP,38.32083645158745,0
2025-03-01 01:43:00,1,5,197.28811604292403,0,,4,UDP,49.32202901073101,1
2025-03-01 01:44:00,1,5,273.24997236649955,0,,6,HTTP,45.54166206108326,3
2025-03-01 01:45:00,1,5,347.724320185291,0,,17,UDP,20.454371775605352,1
2025-03-01 01:46:00,1,5,398.4449240669865,0,,22,ICMP,18.11113291213575,2
2025-03-01 01:47:00,1,5,300.965507891139,0,,9,UDP,33.44061198790433,1
2025-03-01 01:48:00,1,5,311.81646240154583,0,,17,UDP,18.342144847149754,1
2025-03-01 01:49:00,1,5,299.76630455205515,0,,14,TCP,21.411878896575367,0
2025-03-01 01:50:00,1,5,169.9801174461124,0,,4,HTTPS,42.4950293615281,4
2025-03-01 01:51:00,1,5,302.4938995204706,0,,7,UDP,43.21341421721009,1
2025-03-01 01:52:00,1,5,336.5245388234868,0,,7,ICMP,48.07493411764097,2
2025-03-01 01:53:00,1,5,477.5697717201499,0,,16,UDP,29.84811073250937,1
2025-03-01 01:54:00,1,5,288.7899121189096,0,,9,HTTP,32.087768013212184,3
2025-03-01 01:55:00,1,5,299.3472835955462,0,,7,TCP,42.76389765650659,0
2025-03-01 01:56:00,1,5,335.2442681180066,0,,17,HTTPS,19.720251065765094,4
2025-03-01 01:57:00,1,5,213.56752523688345,0,,5,HTTP,42.71350504737669,3
2025-03-01 01:58:00,1,5,365.0810759968681,0,,34,HTTP,10.737678705790238,3
2025-03-01 01:59:00,1,5,370.31844662843434,0,,9,UDP,41.14649406982604,1
2025-03-01 02:00:00,2,5,348.65102745467897,0,,8,HTTP,43.58137843183487,3
2025-03-01 02:01:00,2,5,235.742653750916,0,,11,UDP,21.431150340992364,1
2025-03-01 02:02:00,2,5,417.30178881918926,0,,11,UDP,37.93652625628993,1
2025-03-01 02:03:00,2,5,206.44894722454876,0,,11,HTTP,18.768086111322614,3
2025-03-01 02:04:00,2,5,411.70653724066875,0,,12,UDP,34.30887810338906,1
2025-03-01 02:05:00,2,5,464.3930188105167,0,,12,TCP,38.69941823420972,0
2025-03-01 02:06:00,2,5,259.1355954734614,0,,7,TCP,37.01937078192306,0
2025-03-01 02:07:00,2,5,224.93914522021345,0,,5,UDP,44.98782904404269,1
2025-03-01 02:08:00,2,5,298.67666867246817,0,,17,HTTPS,17.569215804262832,4
2025-03-01 02:09:00,2,5,250.89593507710666,0,,9,HTTPS,27.877326119678518,4
2025-03-01 02:10:00,2,5,181.0007183725735,0,,4,HTTP,45.25017959314337,3
2025-03-01 02:11:00,2,5,328.6888933536217,0,,10,TCP,32.86888933536217,0
2025-03-01 02:12:00,2,5,265.12308958263225,0,,6,UDP,44.18718159710537,1
2025-03-01 02:13:00,2,5,355.45644581382146,0,,13,UDP,27.342803524140113,1
2025-03-01 02:14:00,2,5,243.75719259380315,0,,6,UDP,40.62619876563386,1
2025-03-01 02:15:00,2,5,406.6006285087592,0,,9,TCP,45.177847612084356,0
2025-03-01 02:16:00,2,5,286.98224971070425,0,,7,TCP,40.99746424438632,0
2025-03-01 02:17:00,2,5,343.3002543137885,0,,8,TCP,42.912531789223564,0
2025-03-01 02:18:00,2,5,374.47875577156594,0,,20,UDP,18.723937788578297,1
2025-03-01 02:19:00,2,5,251.57251108717955,0,,9,UDP,27.95250123190884,1
2025-03-01 02:20:00,2,5,338.84796308066456,0,,20,TCP,16.942398154033228,0
2025-03-01 02:21:00,2,5,424.82148895518276,0,,25,UDP,16.99285955820731,1
2025-03-01 02:22:00,2,5,172.88853323346905,0,,6,TCP,28.81475553891151,0
2025-03-01 02:23:00,2,5,315.33893757569047,0,,7,HTTP,45.04841965367007,3
2025-03-01 02:24:00,2,5,342.7882399594433,0,,10,TCP,34.27882399594433,0
2025-03-01 02:25:00,2,5,399.84110411093707,0,,9,TCP,44.42678934565967,0
2025-03-01 02:26:00,2,5,207.85263129691435,0,,4,UDP,51.96315782422859,1
2025-03-01 02:27:00,2,5,171.71918776471117,0,,13,TCP,13.209168289593167,0
2025-03-01 02:28:00,2,5,339.153802744198,0,,21,UDP,16.15018108305705,1
2025-03-01 02:29:00,2,5,361.20735641090397,0,,17,TCP,21.247491553582588,0
2025-03-01 02:30:00,2,5,293.1927098099545,0,,8,TCP,36.649088726244315,0
2025-03-01 02:31:00,2,5,310.1741958541908,0,,25,TCP,12.406967834167633,0
2025-03-01 02:32:00,2,5,271.7320496300057,0,,7,TCP,38.818864232857955,0
2025-03-01 02:33:00,2,5,328.8840673135154,0,,26,TCP,12.649387204365977,0
2025-03-01 02:34:00,2,5,350.99187547204923,0,,21,UDP,16.713898832002343,1
2025-03-01 02:35:00,2,5,234.98169741747847,0,,9,UDP,26.10907749083094,1
2025-03-01 02:36:00,2,5,438.27331571454994,0,,14,UDP,31.30523683675357,1
2025-03-01 02:37:00,2,5,378.93037591838083,0,,8,TCP,47.366296989797604,0
2025-03-01 02:38:00,2,5,202.7574296653397,0,,4,UDP,50.68935741633493,1
2025-03-01 02:39:00,2,5,398.9410523559193,0,,9,HTTPS,44.32678359510214,4
2025-03-01 02:40:00,2,5,221.234532743499,0,,15,TCP,14.7489688495666,0
2025-03-01 02:41:00,2,5,392.56608571232437,0,,11,TCP,35.68782597384767,0
2025-03-01 02:42:00,2,5,388.10106806869015,0,,14,HTTP,27.721504862049297,3
2025-03-01 02:43:00,2,5,230.3403532405647,0,,15,UDP,15.35602354937098,1
2025-03-01 02:44:00,2,5,371.5119207338822,0,,12,HTTP,30.95932672782352,3
2025-03-01 02:45:00,2,5,359.10297141850526,0,,15,UDP,23.940198094567016,1
2025-03-01 02:46:00,2,5,374.0447090235332,0,,16,TCP,23.377794313970824,0
2025-03-01 02:47:00,2,5,477.49562338806174,0,,35,TCP,13.642732096801764,0
2025-03-01 02:48:00,2,5,335.5610039425842,0,,7,UDP,47.93728627751203,1
2025-03-01 02:49:00,2,5,234.59342208487837,0,,6,UDP,39.09890368081306,1
2025-03-01 02:50:00,2,5,223.34378853180598,0,,11,UDP,20.303980775618726,1
2025-03-01 02:51:00,2,5,227.3755261347665,0,,5,HTTPS,45.475105226953296,4
2025-03-01 02:52:00,2,5,289.31038661829007,0,,6,UDP,48.21839776971501,1
2025-03-01 02:53:00,2,5,368.75848213007066,0,,9,UDP,40.97316468111896,1
2025-03-01 02:54:00,2,5,350.7347106068487,0,,10,ICMP,35.07347106068487,2
2025-03-01 02:55:00,2,5,361.71902071954844,0,,14,TCP,25.837072908539174,0
2025-03-01 02:56:00,2,5,318.1587776001521,0,,12,UDP,26.513231466679343,1
2025-03-01 02:57:00,2,5,454.4653097878638,0,,16,HTTPS,28.40408186174149,4
2025-03-01 02:58:00,2,5,346.8684049315573,0,,7,HTTP,49.55262927593675,3
2025-03-01 02:59:00,2,5,514.6741345183516,0,,13,TCP,39.590318039873196,0
2025-03-01 03:00:00,3,5,295.1756880258391,0,,14,TCP,21.083977716131365,0
2025-03-01 03:01:00,3,5,265.375215610284,0,,8,TCP,33.1719019512855,0
2025-03-01 03:02:00,3,5,266.43310354076823,0,,8,UDP,33.30413794259603,1
2025-03-01 03:03:00,3,5,357.4983031051961,0,,8,TCP,44.68728788814951,0
2025-03-01 03:04:00,3,5,320.71219704719977,0,,23,TCP,13.944008567269554,0
2025-03-01 03:05:00,3,5,377.1804217849385,0,,10,UDP,37.71804217849385,1
2025-03-01 03:06:00,3,5,320.6160247272148,0,,14,UDP,22.901144623372485,1
2025-03-01 03:07:00,3,5,291.1830541047484,0,,19,UDP,15.325423900249916,1
2025-03-01 03:08:00,3,5,251.2139239933247,0,,6,HTTP,41.86898733222078,3
2025-03-01 03:09:00,3,5,239.19533946950455,0,,10,TCP,23.919533946950455,0
2025-03-01 03:10:00,3,5,268.2768498560024,0,,7,TCP,38.3252642651432,0
2025-03-01 03:11:00,3,5,390.1059367435427,0,,24,HTTP,16.254414030980946,3
2025-03-01 03:12:00,3,5,341.41952296715806,0,,7,HTTP,48.774217566736866,3
2025-03-01 03:13:00,3,5,271.37378646582437,0,,6,HTTP,45.228964410970725,3
2025-03-01 03:14:00,3,5,330.08089461474975,0,,15,TCP,22.00539297431665,0
2025-03-01 03:15:00,3,5,302.1828658795984,0,,8,TCP,37.7728582349498,0
2025-03-01 03:16:00,3,5,273.46046593026,0,,18,UDP,15.192248107236667,1
2025-03-01 03:17:00,3,5,383.44970623240584,0,,11,HTTP,34.85906420294599,3
2025-03-01 03:18:00,3,5,341.2003337320831,0,,28,TCP,12.185726204717254,0
2025-03-01 03:19:00,3,5,219.69497709910738,0,,9,HTTPS,24.41055301101193,4
2025-03-01 03:20:00,3,5,317.46892956503916,0,,6,TCP,52.91148826083986,0
2025-03-01 03:21:00,3,5,334.98090559076013,0,,23,TCP,14.564387199598267,0
2025-03-01 03:22:00,3,5,445.52406559832247,0,,13,TCP,34.27108196910173,0
2025-03-01 03:23:00,3,5,385.28783394322846,0,,30,TCP,12.842927798107615,0
2025-03-01 03:24:00,3,5,206.7788522699417,0,,6,HTTP,34.463142044990285,3
2025-03-01 03:25:00,3,5,250.24976139957133,0,,12,UDP,20.85414678329761,1
2025-03-01 03:26:00,3,5,348.0645801355196,0,,16,TCP,21.754036258469974,0
2025-03-01 03:27:00,3,5,395.16713954451774,0,,17,TCP,23.245125855559866,0
2025-03-01 03:28:00,3,5,330.77805915408845,0,,18,UDP,18.376558841893804,1
2025-03-01 03:29:00,3,5,619.369455067113,0,,13,TCP,47.64380423593177,0
2025-03-01 03:30:00,3,5,363.2520358542337,0,,8,TCP,45.406504481779216,0
2025-03-01 03:31:00,3,5,429.97759841972044,0,,10,TCP,42.99775984197204,0
2025-03-01 03:32:00,3,5,426.73259779380123,0,,30,TCP,14.22441992646004,0
2025-03-01 03:33:00,3,5,368.17869768858264,0,,19,HTTPS,19.377826194135928,4
2025-03-01 03:34:00,3,5,290.5900154941651,0,,8,UDP,36.323751936770634,1
2025-03-01 03:35:00,3,5,375.391564429283,0,,8,ICMP,46.923945553660374,2
2025-03-01 03:36:00,3,5,264.2157225684616,0,,8,ICMP,33.0269653210577,2
2025-03-01 03:37:00,3,5,262.75450668344394,0,,11,HTTP,23.88677333485854,3
2025-03-01 03:38:00,3,5,325.6654568137471,0,,8,TCP,40.708182101718386,0
2025-03-01 03:39:00,3,5,332.777344520784,0,,22,UDP,15.12624293276291,1
2025-03-01 03:40:00,3,5,453.922490269525,0,,10,TCP,45.3922490269525,0
2025-03-01 03:41:00,3,5,138.64927117902792,0,,3,UDP,46.21642372634264,1
2025-03-01 03:42:00,3,5,310.9659032985123,0,,6,TCP,51.82765054975204,0
2025-03-01 03:43:00,3,5,227.56102871525562,0,,14,TCP,16.25435919394683,0
2025-03-01 03:44:00,3,5,272.75062097578524,0,,9,UDP,30.305624552865027,1
2025-03-01 03:45:00,3,5,386.1851810849364,0,,12,TCP,32.1820984237447,0
2025-03-01 03:46:00,3,5,338.1051815382578,0,,19,HTTP,17.795009554645148,3
2025-03-01 03:47:00,3,5,233.12865438551992,0,,7,TCP,33.3040934836457,0
2025-03-01 03:48:00,3,5,285.13381341140774,0,,8,UDP,35.64172667642597,1
2025-03-01 03:49:00,3,5,371.56507656806764,0,,16,HTTP,23.222817285504227,3
2025-03-01 03:50:00,3,5,268.45209777500423,0,,12,TCP,22.37100814791702,0
2025-03-01 03:51:00,3,5,297.5834101211188,0,,24,HTTPS,12.399308755046617,4
2025-03-01 03:52:00,3,5,304.5155788903056,0,,6,TCP,50.7525964817176,0
2025-03-01 03:53:00,3,5,291.3386556521558,0,,7,HTTPS,41.61980795030797,4
2025-03-01 03:54:00,3,5,454.9809946157689,0,,11,TCP,41.361908601433534,0
2025-03-01 03:55:00,3,5,396.53187737165985,0,,36,ICMP,11.014774371434996,2
2025-03-01 03:56:00,3,5,238.99090666330846,0,,7,TCP,34.14155809475835,0
2025-03-01 03:57:00,3,5,351.6195306840979,0,,20,UDP,17.580976534204897,1
2025-03-01 03:58:00,3,5,313.2207754210936,0,,9,UDP,34.80230838012151,1
2025-03-01 03:59:00,3,5,399.98017191058625,0,,11,UDP,36.3618338100533,1
2025-03-01 04:00:00,4,5,253.52497368195304,0,,6,TCP,42.25416228032551,0
2025-03-01 04:01:00,4,5,319.3962259292626,0,,16,HTTP,19.96226412057891,3
2025-03-01 04:02:00,4,5,408.1718177993486,0,,37,HTTP,11.031670751333746,3
2025-03-01 04:03:00,4,5,370.0690934740163,0,,8,TCP,46.25863668425204,0
2025-03-01 04:04:00,4,5,212.61622003013662,0,,5,UDP,42.523244006027326,1
2025-03-01 04:05:00,4,5,270.9149694783424,0,,10,UDP,27.09149694783424,1
2025-03-01 04:06:00,4,5,284.064963086731,0,,22,UDP,12.91204377666959,1
2025-03-01 04:07:00,4,5,251.99366051129354,0,,8,TCP,31.499207563911693,0
2025-03-01 04:08:00,4,5,488.30961702364056,0,,16,HTTP,30.519351063977535,3
2025-03-01 04:09:00,4,5,356.69847845583354,0,,8,HTTP,44.58730980697919,3
2025-03-01 04:10:00,4,5,259.0353217003745,0,,7,UDP,37.00504595719635,1
2025-03-01 04:11:00,4,5,379.8506216971003,0,,30,ICMP,12.661687389903342,2
2025-03-01 04:12:00,4,5,443.1754867428474,0,,12,HTTPS,36.93129056190395,4
2025-03-01 04:13:00,4,5,362.7294479017678,0,,24,HTTPS,15.113726995906992,4
2025-03-01 04:14:00,4,5,194.19796456751,0,,14,UDP,13.871283183393572,1
2025-03-01 04:15:00,4,5,298.10701683325107,0,,11,UDP,27.100637893931914,1
2025-03-01 04:16:00,4,5,425.05740794456284,0,,32,UDP,13.283043998267589,1
2025-03-01 04:17:00,4,5,288.9805632256672,0,,7,UDP,41.282937603666745,1
2025-03-01 04:18:00,4,5,317.34871620277875,0,,11,UDP,28.849883291161703,1
2025-03-01 04:19:00,4,5,377.7726556985522,0,,11,ICMP,34.342968699868386,2
2025-03-01 04:20:00,4,5,233.08182944798813,0,,7,HTTPS,33.29740420685545,4
2025-03-01 04:21:00,4,5,329.54806687518135,0,,7,TCP,47.07829526788305,0
2025-03-01 04:22:00,4,5,108.82576674107004,0,,2,TCP,54.41288337053502,0
2025-03-01 04:23:00,4,5,222.7851312293024,0,,5,TCP,44.557026245860484,0
2025-03-01 04:24:00,4,5,330.3762760406071,0,,13,HTTP,25.413559695431314,3
2025-03-01 04:25:00,4,5,295.039446874121,0,,19,UDP,15.52839194074321,1
2025-03-01 04:26:00,4,5,459.1114453011041,0,,14,UDP,32.79367466436458,1
2025-03-01 04:27:00,4,5,219.84875199965808,0,,8,UDP,27.48109399995726,1
2025-03-01 04:28:00,4,5,285.3701554584567,0,,15,HTTP,19.02467703056378,3
2025-03-01 04:29:00,4,5,328.0692389025487,0,,24,UDP,13.66955162093953,1
2025-03-01 04:30:00,4,5,406.0715407608861,0,,15,UDP,27.07143605072574,1
2025-03-01 04:31:00,4,5,230.05679215158185,0,,6,TCP,38.342798691930305,0
2025-03-01 04:32:00,4,5,377.27318800595816,0,,11,UDP,34.29756254599619,1
2025-03-01 04:33:00,4,5,277.8429334905101,0,,7,TCP,39.69184764150145,0
2025-03-01 04:34:00,4,5,261.2089447870711,0,,9,HTTP,29.023216087452347,3
2025-03-01 04:35:00,4,5,357.35769277357616,0,,16,HTTP,22.33485579834851,3
2025-03-01 04:36:00,4,5,324.18933552095547,0,,10,TCP,32.418933552095545,0
2025-03-01 04:37:00,4,5,250.50626379925558,0,,5,TCP,50.101252759851114,0
2025-03-01 04:38:00,4,5,336.7727296490476,0,,29,TCP,11.612852746518884,0
2025-03-01 04:39:00,4,5,272.9704458123532,0,,9,TCP,30.33004953470591,0
2025-03-01 04:40:00,4,5,329.2228372900405,0,,14,ICMP,23.515916949288606,2
2025-03-01 04:41:00,4,5,415.27680115324387,0,,29,HTTPS,14.319889694939445,4
2025-03-01 04:42:00,4,5,452.1570715472807,0,,17,UDP,26.597474796898865,1
2025-03-01 04:43:00,4,5,204.03320775817073,0,,6,TCP,34.005534626361786,0
2025-03-01 04:44:00,4,5,442.401781273989,0,,14,UDP,31.60012723385636,1
2025-03-01 04:45:00,4,5,192.1618563661434,0,,17,HTTP,11.303638609773142,3
2025-03-01 04:46:00,4,5,280.0560071840146,0,,8,HTTPS,35.00700089800183,4
2025-03-01 04:47:00,4,5,316.2541689550674,0,,16,TCP,19.765885559691714,0
2025-03-01 04:48:00,4,5,358.14461756413897,0,,15,UDP,23.876307837609264,1
2025-03-01 04:49:00,4,5,289.6507629844327,0,,13,UDP,22.280827921879435,1
2025-03-01 04:50:00,4,5,321.96284881781645,0,,7,UDP,45.99469268825949,1
2025-03-01 04:51:00,4,5,297.3820379156929,0,,25,UDP,11.895281516627715,1
2025-03-01 04:52:00,4,5,282.4773615646342,0,,12,UDP,23.53978013038618,1
2025-03-01 04:53:00,4,5,368.3321964281005,0,,14,TCP,26.309442602007177,0
2025-03-01 04:54:00,4,5,363.3579845603476,0,,10,TCP,36.33579845603476,0
2025-03-01 04:55:00,4,5,315.25536671383435,0,,8,UDP,39.406920839229294,1
2025-03-01 04:56:00,4,5,376.0013034171693,0,,10,HTTP,37.600130341716934,3
2025-03-01 04:57:00,4,5,321.60024570705815,0,,8,TCP,40.20003071338227,0
2025-03-01 04:58:00,4,5,354.17755520376693,0,,20,ICMP,17.708877760188347,2
2025-03-01 04:59:00,4,5,348.10802370400995,0,,7,TCP,49.72971767200142,0
2025-03-01 05:00:00,5,5,272.7843012239963,0,,10,TCP,27.27843012239963,0
2025-03-01 05:01:00,5,5,233.09201497519666,0,,22,HTTPS,10.595091589781667,4
2025-03-01 05:02:00,5,5,389.131237268465,0,,11,UDP,35.37556702440591,1
2025-03-01 05:03:00,5,5,384.71087467787413,0,,11,ICMP,34.97371587980674,2
2025-03-01 05:04:00,5,5,279.5174256320349,0,,19,UDP,14.711443454317624,1
2025-03-01 05:05:00,5,5,309.7109260416964,0,,6,TCP,51.618487673616066,0
2025-03-01 05:06:00,5,5,417.4507694894231,0,,13,UDP,32.11159765303255,1
2025-03-01 05:07:00,5,5,281.0698019735242,0,,10,UDP,28.10698019735242,1
2025-03-01 05:08:00,5,5,377.3982937257104,0,,15,HTTP,25.159886248380694,3
2025-03-01 05:09:00,5,5,308.47228948473486,0,,17,UDP,18.145428793219697,1
2025-03-01 05:10:00,5,5,342.5790622105804,0,,7,HTTP,48.93986603008291,3
2025-03-01 05:11:00,5,5,395.12562247922494,0,,10,HTTP,39.512562247922496,3
2025-03-01 05:12:00,5,5,359.48642386546703,0,,11,HTTP,32.68058398776973,3
